Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2023-11-23 17:47:33,"Legs 2",52m,"Seated Leg Curl (Machine)",4,39.0,15,0,0,,,0
2023-11-23 17:47:33,"Legs 2",52m,"Seated Calf Raise (Plate Loaded)",1,20.0,15,0,0,"",,0
2023-11-23 17:47:33,"Legs 2",52m,"Seated Calf Raise (Plate Loaded)",2,20.0,12,0,0,,,0
2023-11-23 17:47:33,"Legs 2",52m,"Seated Calf Raise (Plate Loaded)",3,20.0,17,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Bench Press (Barbell)",1,60.0,7,0,0,"","Push 1",0
2023-11-24 17:36:00,"Push 1",1h 10m,"Bench Press (Barbell)",2,70.0,5,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Bench Press (Barbell)",3,70.0,4,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Bench Press (Barbell)",4,65.0,6,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Cable Crossover",1,18.0,10,0,0,"",,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Cable Crossover",2,18.0,10,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Cable Crossover",3,18.0,9,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Arnold Press (Dumbbell)",1,28.0,10,0,0,"",,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Arnold Press (Dumbbell)",2,28.0,10,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Arnold Press (Dumbbell)",3,28.0,10,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Arnold Press (Dumbbell)",4,28.0,5,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Lateral Raise (Cable)",1,23.0,13,0,0,"",,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Lateral Raise (Cable)",2,23.0,13,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Lateral Raise (Cable)",3,23.0,10,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Lying dumbell tricep extension ",1,24.0,10,0,0,"",,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Lying dumbell tricep extension ",2,24.0,10,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Lying dumbell tricep extension ",3,24.0,8,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Waiter's curls",1,20.0,12,0,0,"",,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Waiter's curls",2,22.0,11,0,0,,,0
2023-11-24 17:36:00,"Push 1",1h 10m,"Waiter's curls",3,22.0,9,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Deadlift (Barbell)",1,60.0,6,0,0,"","",0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Deadlift (Barbell)",2,80.0,6,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Deadlift (Barbell)",3,100.0,5,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Deadlift (Barbell)",4,110.0,1,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Seated Row (Machine)",1,62.0,12,0,0,"",,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Seated Row (Machine)",2,72.0,9,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Seated Row (Machine)",3,72.0,8,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Pullover (Dumbbell)",1,26.0,10,0,0,"",,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Pullover (Dumbbell)",2,26.0,10,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Pullover (Dumbbell)",3,26.0,7,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Upright Row (Dumbbell)",1,25.0,11,0,0,"",,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Upright Row (Dumbbell)",2,25.0,11,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Upright Row (Dumbbell)",3,25.0,11,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Triceps Extension (Cable)",1,12.5,15,0,0,"Overhead ",,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Triceps Extension (Cable)",2,14.0,11,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Triceps Extension (Cable)",3,14.0,11,0,0,,,0
2023-11-26 15:15:12,"Pull 1",1h 10m,"Bicep Curl (Machine)",1,18.0,14,0,0,"",,
2023-11-26 15:15:12,"Pull 1",1h 10m,"Bicep Curl (Machine)",2,23.0,11,0,0,,,
2023-11-26 15:15:12,"Pull 1",1h 10m,"Bicep Curl (Machine)",3,23.0,9,0,0,,,
2023-11-28 17:42:27,"Legs 1",55m,"Hack Squat",1,48.0,5,0,0,"","",
2023-11-28 17:42:27,"Legs 1",55m,"Hack Squat",2,68.0,6,0,0,,,
2023-11-28 17:42:27,"Legs 1",55m,"Hack Squat",3,68.0,7,0,0,,,
2023-11-28 17:42:27,"Legs 1",55m,"Hack Squat",4,78.0,7,0,0,,,
2023-11-28 17:42:27,"Legs 1",55m,"Lunge (Dumbbell)",1,16.0,10,0,0,"",,0
2023-11-28 17:42:27,"Legs 1",55m,"Lunge (Dumbbell)",2,16.0,10,0,0,,,0
2023-11-28 17:42:27,"Legs 1",55m,"Lunge (Dumbbell)",3,16.0,10,0,0,,,0
2023-11-28 17:42:27,"Legs 1",55m,"Leg Extension (Machine)",1,59.0,10,0,0,"",,0
2023-11-28 17:42:27,"Legs 1",55m,"Leg Extension (Machine)",2,59.0,10,0,0,,,0
2023-11-28 17:42:27,"Legs 1",55m,"Leg Extension (Machine)",3,59.0,10,0,0,,,0
2023-11-28 17:42:27,"Legs 1",55m,"Standing Calf Raise (Machine)",1,55.0,15,0,0,"",,0
2023-11-28 17:42:27,"Legs 1",55m,"Standing Calf Raise (Machine)",2,55.0,16,0,0,,,0
2023-11-28 17:42:27,"Legs 1",55m,"Standing Calf Raise (Machine)",3,55.0,17,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Overhead Press (Barbell)",1,30.0,7,0,0,"","",0
2023-11-29 14:40:26,"Push 2",53h 35m,"Overhead Press (Barbell)",2,35.0,6,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Overhead Press (Barbell)",3,35.0,4,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Overhead Press (Barbell)",4,35.0,4,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Bench Press (Dumbbell)",1,44.0,10,0,0,"",,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Bench Press (Dumbbell)",2,48.0,10,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Bench Press (Dumbbell)",3,52.0,5,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Bent Over Row (Barbell)",1,50.0,10,0,0,"",,
2023-11-29 14:40:26,"Push 2",53h 35m,"Bent Over Row (Barbell)",2,50.0,10,0,0,,,
2023-11-29 14:40:26,"Push 2",53h 35m,"Bent Over Row (Barbell)",3,50.0,8,0,0,,,
2023-11-29 14:40:26,"Push 2",53h 35m,"Chest Fly (Dumbbell)",1,86.0,8,0,0,"Machine if empty",,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Chest Fly (Dumbbell)",2,79.0,7,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Chest Fly (Dumbbell)",3,70.0,3,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Bench Press - Close Grip (Barbell)",1,50.0,8,0,0,"",,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Bench Press - Close Grip (Barbell)",2,60.0,7,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Bench Press - Close Grip (Barbell)",3,60.0,5,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Bicep Curl (Dumbbell)",1,24.0,11,0,0,"",,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Bicep Curl (Dumbbell)",2,24.0,11,0,0,,,0
2023-11-29 14:40:26,"Push 2",53h 35m,"Bicep Curl (Dumbbell)",3,20.0,11,0,0,,,0
2023-12-01 20:19:57,"Pull 2",1h 30m,"Deadlift (Barbell)",1,60.0,5,0,0,"","",0
2023-12-01 20:19:57,"Pull 2",1h 30m,"Deadlift (Barbell)",2,80.0,5,0,0,,,0
2023-12-01 20:19:57,"Pull 2",1h 30m,"Deadlift (Barbell)",3,100.0,6,0,0,,,0
2023-12-01 20:19:57,"Pull 2",1h 30m,"Pull Up",1,70.0,11,0,0,"",,0
2023-12-01 20:19:57,"Pull 2",1h 30m,"Pull Up",2,80.0,9,0,0,,,0
2023-12-01 20:19:57,"Pull 2",1h 30m,"Pull Up",3,80.0,10,0,0,,,0
2023-12-01 20:19:57,"Pull 2",1h 30m,"Bent Over Row (Dumbbell)",1,24.0,10,0,0,"",,0
2023-12-01 20:19:57,"Pull 2",1h 30m,"Bent Over Row (Dumbbell)",2,24.0,10,0,0,,,0
2023-12-02 16:27:46,"Pull 2",28m,"Straight arm pushdown ",1,19.3,12,0,0,"","",0
2023-12-02 16:27:46,"Pull 2",28m,"Straight arm pushdown ",2,19.3,14,0,0,,,0
2023-12-02 16:27:46,"Pull 2",28m,"Straight arm pushdown ",3,19.3,12,0,0,,,0
2023-12-02 16:27:46,"Pull 2",28m,"Bicep Curl (Barbell)",1,30.0,9,0,0,"",,0
2023-12-02 16:27:46,"Pull 2",28m,"Bicep Curl (Barbell)",2,30.0,8,0,0,,,0
2023-12-02 16:27:46,"Pull 2",28m,"Bicep Curl (Barbell)",3,30.0,7,0,0,,,0
2023-12-02 16:27:46,"Pull 2",28m,"Triceps Pushdown (Cable - Straight Bar)",1,17.0,11,0,0,"",,0
2023-12-02 16:27:46,"Pull 2",28m,"Triceps Pushdown (Cable - Straight Bar)",2,17.0,12,0,0,,,0
2023-12-02 16:27:46,"Pull 2",28m,"Triceps Pushdown (Cable - Straight Bar)",3,17.0,12,0,0,,,0
2023-12-02 16:27:46,"Pull 2",28m,"Face Pull (Cable)",1,14.7,15,0,0,"",,0
2023-12-02 16:27:46,"Pull 2",28m,"Face Pull (Cable)",2,12.5,15,0,0,,,0
2023-12-02 16:27:46,"Pull 2",28m,"Face Pull (Cable)",3,12.5,15,0,0,,,0
2023-12-03 16:32:50,"Legs 2",39m,"Leg Press",1,50.0,8,0,0,"","",0
2023-12-03 16:32:50,"Legs 2",39m,"Leg Press",2,90.0,6,0,0,,,0
2023-12-03 16:32:50,"Legs 2",39m,"Leg Press",3,110.0,5,0,0,,,0
2023-12-03 16:32:50,"Legs 2",39m,"Leg Press",4,110.0,4,0,0,,,0
2023-12-03 16:32:50,"Legs 2",39m,"Seated Leg Curl (Machine)",1,47.0,12,0,0,"",,0
2023-12-03 16:32:50,"Legs 2",39m,"Seated Leg Curl (Machine)",2,47.0,11,0,0,,,0
2023-12-03 16:32:50,"Legs 2",39m,"Seated Leg Curl (Machine)",3,47.0,10,0,0,,,0
2023-12-03 16:32:50,"Legs 2",39m,"Seated Leg Curl (Machine)",4,47.0,10,0,0,,,0
2023-12-03 16:32:50,"Legs 2",39m,"Seated Calf Raise (Plate Loaded)",1,20.0,15,0,0,"",,0
2023-12-03 16:32:50,"Legs 2",39m,"Seated Calf Raise (Plate Loaded)",2,20.0,15,0,0,,,0
2023-12-03 16:32:50,"Legs 2",39m,"Seated Calf Raise (Plate Loaded)",3,20.0,15,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Bench Press (Dumbbell)",1,48.0,8,0,0,"","Push 1",
2023-12-05 17:38:38,"Push 1",1h 1m,"Bench Press (Dumbbell)",2,48.0,6,0,0,,,
2023-12-05 17:38:38,"Push 1",1h 1m,"Bench Press (Dumbbell)",3,48.0,5,0,0,,,
2023-12-05 17:38:38,"Push 1",1h 1m,"Cable Crossover",1,16.0,11,0,0,"",,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Cable Crossover",2,16.0,13,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Cable Crossover",3,20.0,10,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Arnold Press (Dumbbell)",1,28.0,10,0,0,"",,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Arnold Press (Dumbbell)",2,28.0,9,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Arnold Press (Dumbbell)",3,28.0,9,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Arnold Press (Dumbbell)",4,28.0,8,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Lateral Raise (Cable)",1,23.0,12,0,0,"",,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Lateral Raise (Cable)",2,23.0,10,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Lateral Raise (Cable)",3,23.0,8,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Lying dumbell tricep extension ",1,24.0,10,0,0,"",,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Lying dumbell tricep extension ",2,24.0,10,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Lying dumbell tricep extension ",3,24.0,10,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Waiter's curls",1,22.0,13,0,0,"",,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Waiter's curls",2,24.0,10,0,0,,,0
2023-12-05 17:38:38,"Push 1",1h 1m,"Waiter's curls",3,24.0,9,0,0,,,0
2023-12-06 17:44:12,"Pull 1",33m,"Deadlift (Barbell)",1,60.0,5,0,0,"","",0
2023-12-06 17:44:12,"Pull 1",33m,"Deadlift (Barbell)",2,90.0,5,0,0,,,0
2023-12-06 17:44:12,"Pull 1",33m,"Deadlift (Barbell)",3,90.0,5,0,0,,,0
2023-12-06 17:44:12,"Pull 1",33m,"Deadlift (Barbell)",4,100.0,5,0,0,,,0
2023-12-06 17:44:12,"Pull 1",33m,"Seated Row (Machine)",1,72.0,9,0,0,"",,0
2023-12-06 17:44:12,"Pull 1",33m,"Seated Row (Machine)",2,72.0,8,0,0,,,0
2023-12-06 17:44:12,"Pull 1",33m,"Seated Row (Machine)",3,72.0,8,0,0,,,0
2023-12-07 19:37:50,"Pull 1",29m,"Pullover (Dumbbell)",1,26.0,11,0,0,"","",0
2023-12-07 19:37:50,"Pull 1",29m,"Pullover (Dumbbell)",2,28.0,11,0,0,,,0
2023-12-07 19:37:50,"Pull 1",29m,"Pullover (Dumbbell)",3,30.0,5,0,0,,,0
2023-12-07 19:37:50,"Pull 1",29m,"Upright Row (Dumbbell)",1,25.0,10,0,0,"",,0
2023-12-07 19:37:50,"Pull 1",29m,"Upright Row (Dumbbell)",2,25.0,10,0,0,,,0
2023-12-07 19:37:50,"Pull 1",29m,"Upright Row (Dumbbell)",3,25.0,8,0,0,,,0
2023-12-07 19:37:50,"Pull 1",29m,"Triceps Extension (Cable)",1,14.0,13,0,0,"Overhead ",,0
2023-12-07 19:37:50,"Pull 1",29m,"Triceps Extension (Cable)",2,14.0,10,0,0,,,0
2023-12-07 19:37:50,"Pull 1",29m,"Bicep Curl (Machine)",1,27.0,10,0,0,"",,
2023-12-07 19:37:50,"Pull 1",29m,"Bicep Curl (Machine)",2,23.0,8,0,0,,,
2023-12-07 19:37:50,"Pull 1",29m,"Bicep Curl (Machine)",3,18.0,9,0,0,,,
2023-12-08 19:24:55,"Legs 1",31m,"Squat (Barbell)",1,50.0,8,0,0,"","",0
2023-12-08 19:24:55,"Legs 1",31m,"Squat (Barbell)",2,60.0,5,0,0,,,0
2023-12-08 19:24:55,"Legs 1",31m,"Squat (Barbell)",3,70.0,5,0,0,,,0
2023-12-08 19:24:55,"Legs 1",31m,"Squat (Barbell)",4,70.0,5,0,0,,,0
2023-12-08 19:24:55,"Legs 1",31m,"Leg Extension (Machine)",1,59.0,11,0,0,"",,0
2023-12-08 19:24:55,"Legs 1",31m,"Leg Extension (Machine)",2,59.0,11,0,0,,,0
2023-12-08 19:24:55,"Legs 1",31m,"Leg Extension (Machine)",3,59.0,10,0,0,,,0
2023-12-08 19:24:55,"Legs 1",31m,"Standing Calf Raise (Machine)",1,60.0,14,0,0,"",,0
2023-12-08 19:24:55,"Legs 1",31m,"Standing Calf Raise (Machine)",2,60.0,15,0,0,,,0
2023-12-08 19:24:55,"Legs 1",31m,"Standing Calf Raise (Machine)",3,60.0,14,0,0,,,0
2023-12-09 16:28:28,"Push 2",145h 2m,"Overhead Press (Barbell)",1,30.0,7,0,0,"","",0
2023-12-09 16:28:28,"Push 2",145h 2m,"Overhead Press (Barbell)",2,35.0,6,0,0,,,0
2023-12-09 16:28:28,"Push 2",145h 2m,"Overhead Press (Barbell)",3,35.0,5,0,0,,,0
2023-12-09 16:28:28,"Push 2",145h 2m,"Overhead Press (Barbell)",4,35.0,4,0,0,,,0
2023-12-09 16:28:28,"Push 2",145h 2m,"Bench Press (Dumbbell)",1,52.0,8,0,0,"",,0
2023-12-09 16:28:28,"Push 2",145h 2m,"Bench Press (Dumbbell)",2,48.0,7,0,0,,,0
2023-12-09 16:28:28,"Push 2",145h 2m,"Bench Press (Dumbbell)",3,48.0,6,0,0,,,0
2023-12-09 16:28:28,"Push 2",145h 2m,"Bent Over Row (Barbell)",1,50.0,10,0,0,"",,
2023-12-09 16:28:28,"Push 2",145h 2m,"Bent Over Row (Barbell)",2,50.0,12,0,0,,,
2023-12-09 16:28:28,"Push 2",145h 2m,"Bent Over Row (Barbell)",3,60.0,8,0,0,,,
2023-12-09 16:28:28,"Push 2",145h 2m,"Bicep Curl (Dumbbell)",1,24.0,10,0,0,"",,0
2023-12-09 16:28:28,"Push 2",145h 2m,"Bicep Curl (Dumbbell)",2,24.0,10,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Deadlift (Barbell)",1,60.0,8,0,0,"","",0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Deadlift (Barbell)",2,90.0,6,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Deadlift (Barbell)",3,100.0,4,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Pull Up",1,80.0,12,0,0,"",,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Pull Up",2,100.0,10,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Pull Up",3,100.0,7,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Bent Over Row (Dumbbell)",1,24.0,10,0,0,"",,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Bent Over Row (Dumbbell)",2,26.0,10,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Bent Over Row (Dumbbell)",3,26.0,9,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Straight arm pushdown ",1,19.3,12,0,0,"",,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Straight arm pushdown ",2,21.6,13,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Straight arm pushdown ",3,21.6,13,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Bicep Curl (Barbell)",1,30.0,7,0,0,"",,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Bicep Curl (Barbell)",2,30.0,7,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Bicep Curl (Barbell)",3,30.0,7,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Triceps Pushdown (Cable - Straight Bar)",1,19.3,12,0,0,"",,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Triceps Pushdown (Cable - Straight Bar)",2,19.3,11,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Triceps Pushdown (Cable - Straight Bar)",3,19.3,9,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Face Pull (Cable)",1,17.0,15,0,0,"",,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Face Pull (Cable)",2,12.5,17,0,0,,,0
2023-12-15 17:31:47,"Pull 2",1h 19m,"Face Pull (Cable)",3,12.5,12,0,0,,,0
2023-12-16 15:08:39,"Legs 2",46m,"Seated Leg Press (Machine)",1,50.0,8,0,0,"","",
2023-12-16 15:08:39,"Legs 2",46m,"Seated Leg Press (Machine)",2,73.0,5,0,0,,,
2023-12-16 15:08:39,"Legs 2",46m,"Seated Leg Press (Machine)",3,79.0,6,0,0,,,
2023-12-16 15:08:39,"Legs 2",46m,"Seated Leg Press (Machine)",4,79.0,5,0,0,,,
2023-12-16 15:08:39,"Legs 2",46m,"Lunge (Dumbbell)",1,16.0,10,0,0,"",,0
2023-12-16 15:08:39,"Legs 2",46m,"Lunge (Dumbbell)",2,16.0,10,0,0,,,0
2023-12-16 15:08:39,"Legs 2",46m,"Lunge (Dumbbell)",3,16.0,10,0,0,,,0
2023-12-16 15:08:39,"Legs 2",46m,"Seated Leg Curl (Machine)",1,32.0,12,0,0,"",,0
2023-12-16 15:08:39,"Legs 2",46m,"Seated Leg Curl (Machine)",2,36.0,9,0,0,,,0
2023-12-16 15:08:39,"Legs 2",46m,"Seated Leg Curl (Machine)",3,32.0,10,0,0,,,0
2023-12-16 15:08:39,"Legs 2",46m,"Seated Leg Curl (Machine)",4,32.0,7,0,0,,,0
2023-12-16 15:08:39,"Legs 2",46m,"Standing Calf Raise (Barbell)",1,60.0,15,0,0,"",,
2023-12-16 15:08:39,"Legs 2",46m,"Standing Calf Raise (Barbell)",2,60.0,16,0,0,,,
2023-12-16 15:08:39,"Legs 2",46m,"Standing Calf Raise (Barbell)",3,60.0,12,0,0,,,
2023-12-18 17:34:36,"Push 1",1h,"Bench Press (Barbell)",1,60.0,7,0,0,"","Push 1",0
2023-12-18 17:34:36,"Push 1",1h,"Bench Press (Barbell)",2,70.0,4,0,0,,,0
2023-12-18 17:34:36,"Push 1",1h,"Bench Press (Barbell)",3,70.0,4,0,0,,,0
2023-12-18 17:34:36,"Push 1",1h,"Bench Press (Barbell)",4,70.0,4,0,0,,,0
2023-12-18 17:34:36,"Push 1",1h,"Cable Crossover",1,16.0,15,0,0,"",,0
2023-12-18 17:34:36,"Push 1",1h,"Cable Crossover",2,20.0,11,0,0,,,0
2023-12-18 17:34:36,"Push 1",1h,"Cable Crossover",3,20.0,10,0,0,,,0
2023-12-18 17:34:36,"Push 1",1h,"Arnold Press (Dumbbell)",1,28.0,10,0,0,"",,0
2023-12-18 17:34:36,"Push 1",1h,"Arnold Press (Dumbbell)",2,28.0,10,0,0,,,0
2023-12-18 17:34:36,"Push 1",1h,"Arnold Press (Dumbbell)",3,32.0,10,0,0,,,0
2023-12-18 17:34:36,"Push 1",1h,"Lying dumbell tricep extension ",1,24.0,10,0,0,"",,0
2023-12-18 17:34:36,"Push 1",1h,"Lying dumbell tricep extension ",2,24.0,9,0,0,,,0
2023-12-18 17:34:36,"Push 1",1h,"Lying dumbell tricep extension ",3,24.0,9,0,0,,,0
2023-12-18 17:34:36,"Push 1",1h,"Waiter's curls",1,24.0,10,0,0,"",,0
2023-12-18 17:34:36,"Push 1",1h,"Waiter's curls",2,24.0,9,0,0,,,0
2023-12-18 17:34:36,"Push 1",1h,"Waiter's curls",3,24.0,8,0,0,,,0
2023-12-28 13:54:38,"Push 1",5m,"Bench Press (Barbell)",1,60.0,8,0,0,"","Push 1",0
2023-12-28 13:54:38,"Push 1",5m,"Bench Press (Barbell)",2,70.0,5,0,0,,,0
2023-12-28 13:54:38,"Push 1",5m,"Bench Press (Barbell)",3,75.0,2,0,0,,,0
2024-01-03 18:05:02,"Pull 1",1h 50m,"Pullover (Dumbbell)",1,25.0,12,0,0,"","",0
2024-01-03 18:05:02,"Pull 1",1h 50m,"Pullover (Dumbbell)",2,27.5,11,0,0,,,0
2024-01-04 18:27:51,"Legs 1",56m,"Squat (Barbell)",1,40.0,10,0,0,"","",0
2024-01-04 18:27:51,"Legs 1",56m,"Squat (Barbell)",2,60.0,6,0,0,,,0
2024-01-04 18:27:51,"Legs 1",56m,"Squat (Barbell)",3,70.0,6,0,0,,,0
2024-01-04 18:27:51,"Legs 1",56m,"Squat (Barbell)",4,70.0,4,0,0,,,0
2024-01-04 18:27:51,"Legs 1",56m,"Lunge (Dumbbell)",1,15.0,10,0,0,"",,0
2024-01-04 18:27:51,"Legs 1",56m,"Lunge (Dumbbell)",2,15.0,10,0,0,,,0
2024-01-04 18:27:51,"Legs 1",56m,"Lunge (Dumbbell)",3,15.0,8,0,0,,,0
2024-01-04 18:27:51,"Legs 1",56m,"Leg Extension (Machine)",1,50.0,12,0,0,"",,0
2024-01-04 18:27:51,"Legs 1",56m,"Leg Extension (Machine)",2,60.0,9,0,0,,,0
2024-01-04 18:27:51,"Legs 1",56m,"Leg Extension (Machine)",3,60.0,9,0,0,,,0
2024-01-04 18:27:51,"Legs 1",56m,"Standing Calf Raise (Machine)",1,60.0,9,0,0,"",,0
2024-01-04 18:27:51,"Legs 1",56m,"Standing Calf Raise (Machine)",2,35.0,17,0,0,,,0
2024-01-07 18:56:26,"Push 2",34m,"Overhead Press (Barbell)",1,30.0,7,0,0,"","",0
2024-01-07 18:56:26,"Push 2",34m,"Overhead Press (Barbell)",2,35.0,7,0,0,,,0
2024-01-07 18:56:26,"Push 2",34m,"Overhead Press (Barbell)",3,40.0,3,0,0,,,0
2024-01-07 18:56:26,"Push 2",34m,"Overhead Press (Barbell)",4,40.0,2,0,0,,,0
2024-01-07 18:56:26,"Push 2",34m,"Bench Press (Dumbbell)",1,48.0,5,0,0,"",,0
2024-01-07 18:56:26,"Push 2",34m,"Bench Press (Dumbbell)",2,48.0,7,0,0,,,0
2024-01-07 18:56:26,"Push 2",34m,"Bench Press (Dumbbell)",3,48.0,6,0,0,,,0
2024-01-07 18:56:26,"Push 2",34m,"Bent Over Row (Barbell)",1,50.0,12,0,0,"",,
2024-01-07 18:56:26,"Push 2",34m,"Bent Over Row (Barbell)",2,50.0,12,0,0,,,
2024-01-07 18:56:26,"Push 2",34m,"Bent Over Row (Barbell)",3,60.0,9,0,0,,,
2024-01-08 17:36:38,"Push 2",35m,"Chest Fly (Dumbbell)",1,79.0,12,0,0,"Machine if empty","",0
2024-01-08 17:36:38,"Push 2",35m,"Chest Fly (Dumbbell)",2,79.0,7,0,0,,,0
2024-01-08 17:36:38,"Push 2",35m,"Chest Fly (Dumbbell)",3,73.0,8,0,0,,,0
2024-01-08 17:36:38,"Push 2",35m,"Bench Press - Close Grip (Barbell)",1,50.0,9,0,0,"",,0
2024-01-08 17:36:38,"Push 2",35m,"Bench Press - Close Grip (Barbell)",2,60.0,6,0,0,,,0
2024-01-08 17:36:38,"Push 2",35m,"Bench Press - Close Grip (Barbell)",3,60.0,5,0,0,,,0
2024-01-08 17:36:38,"Push 2",35m,"Bicep Curl (Dumbbell)",1,24.0,11,0,0,"",,0
2024-01-08 17:36:38,"Push 2",35m,"Bicep Curl (Dumbbell)",2,24.0,8,0,0,,,0
2024-01-08 17:36:38,"Push 2",35m,"Bicep Curl (Dumbbell)",3,20.0,8,0,0,,,0
2024-01-09 17:38:07,"Pull 2",51m,"Deadlift (Barbell)",1,60.0,8,0,0,"","",0
2024-01-09 17:38:07,"Pull 2",51m,"Deadlift (Barbell)",2,90.0,6,0,0,,,0
2024-01-09 17:38:07,"Pull 2",51m,"Deadlift (Barbell)",3,110.0,2,0,0,,,0
2024-01-09 17:38:07,"Pull 2",51m,"Pull Up",1,100.0,10,0,0,"",,0
